# k	cb	gl	xy
458	0.0412853	0.03244	0.0304778
459	0.0701414	0.0633239	0.065164
460	0.0514324	0.0431655	0.070373
461	0.0308969	0.0307424	0.0364443
462	0.0462461	0.0371546	0.0369882
463	0.0575135	0.0493841	0.0476695
464	0.0378446	0.0326964	0.034887
465	0.0447931	0.0362508	0.0364231
466	0.0545943	0.0364165	0.0400121
467	0.0358928	0.034403	0.0336964
468	0.0483974	0.0375758	0.0394063
469	0.0720817	0.0394186	0.0427709
470	0.0333407	0.0309621	0.0322776
471	0.0415193	0.0359046	0.03587
472	0.113669	0.116943	0.11349
473	0.0354252	0.0366689	0.0447889
474	0.0453834	0.0346463	0.0326654
475	0.113672	0.100459	0.0960565
476	0.0318113	0.0320146	0.0332555
477	0.0820491	0.075467	0.0744856
478	0.0509406	0.0327915	0.0585013
479	0.0268449	0.0315316	0.0292755
480	0.0425749	0.0361188	0.0358834
481	0.0469979	0.0400623	0.0335643
482	0.0354368	0.032004	0.0308502
483	0.0428702	0.0361533	0.0359843
484	0.042626	0.0319285	0.0360682
485	0.0329501	0.0331577	0.0296141
486	0.0465423	0.0366504	0.0373452
487	0.0564271	0.0318343	0.0312924
488	0.0283469	0.0303486	0.0265004
489	0.042313	0.0341895	0.0350152
490	0.126172	0.116983	0.113493
491	0.0457693	0.0521967	0.0482606
492	0.0417237	0.033229	0.0314876
493	0.120104	0.105176	0.0995608
494	0.0354908	0.0323636	0.0295874
495	0.0739845	0.0698838	0.0713693
496	0.0456281	0.0342028	0.039841
497	0.0277661	0.0292906	0.0261288
498	0.0421762	0.0357487	0.0366172
499	0.0459535	0.0324576	0.0324063
500	0.0280078	0.0302147	0.0270915
501	0.0406879	0.0349451	0.035444
502	0.0473364	0.0333811	0.0274201
503	0.0335306	0.0294739	0.0254525
504	0.0427348	0.0354224	0.0361662
505	0.0457216	0.0456092	0.0424415
506	0.0287402	0.0318229	0.0262871
507	0.0386811	0.0337487	0.0327034
508	0.115328	0.117008	0.103801
509	0.0447076	0.0422115	0.0681844
510	0.0396632	0.0317231	0.0337962
511	0.123375	0.106722	0.0943248
512	0.0440809	0.0313748	0.0312413
513	0.071858	0.0716586	0.0763019
514	0.0728692	0.0328713	0.0335282
515	0.0277645	0.0300499	0.027203
516	0.0402538	0.0340879	0.0369921
517	0.048654	0.0357975	0.0300165
518	0.029645	0.0321201	0.0280853
519	0.0404445	0.0331792	0.0348422
520	0.0509012	0.0376083	0.0307671
521	0.0286143	0.0305262	0.0251117
522	0.042987	0.034291	0.0341391
523	0.0361848	0.0419383	0.0391247
524	0.0329096	0.0328484	0.0295499
525	0.0380079	0.0350996	0.0381899
526	0.159216	0.102168	0.11347
527	0.0517603	0.0396396	0.0422189
528	0.0398633	0.0328662	0.0348232
529	0.123626	0.108767	0.113598
530	0.0641339	0.0326131	0.0497892
531	0.0715979	0.0761003	0.0778887
532	0.0732931	0.0507684	0.0399757
533	0.0257479	0.0298599	0.0262336
534	0.0394172	0.0348156	0.0396439
535	0.141594	0.045607	0.0322088
536	0.0280546	0.0332989	0.0296199
537	0.0393631	0.0343953	0.035814
538	0.0449438	0.0375445	0.0291352
539	0.0291151	0.0312906	0.0254108
540	0.0417759	0.0335655	0.033267
541	0.0411421	0.0332873	0.0413147
542	0.0291344	0.0348383	0.0284155
543	0.0406992	0.0351374	0.0352278
544	0.116017	0.117753	0.113631
545	0.0458247	0.0393414	0.0309028
546	0.0404096	0.0322219	0.0324856
547	0.158691	0.119044	0.138152
548	0.0690883	0.0653208	0.0779095
